DATA SET,DATE,PLAYER FULL NAME,POSITION,OWN TEAM,OPP TEAM,VENUE (R/H),MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS
2007-2008 Regular Season,12/28/2007,Luis Scola,PF,Houston,Memphis,R,28.7,11,17,0,0,0,0,1,4,5,1,3,2,1,0,22
2007-2008 Regular Season,12/28/2007,Luther Head,SG,Houston,Memphis,R,23.2,3,9,1,3,0,0,0,2,2,3,0,0,0,0,7
2007-2008 Regular Season,12/28/2007,Aaron Brooks,PG,Houston,Memphis,R,21.2,4,8,2,5,0,0,0,3,3,7,1,0,1,0,10
2007-2008 Regular Season,12/28/2007,Dikembe Mutombo,C,Houston,Memphis,R,4.0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0
2007-2008 Regular Season,12/28/2007,Rudy Gay,SF,Memphis,Houston,H,25.6,3,13,2,3,0,2,0,2,2,2,4,1,2,0,8
2007-2008 Regular Season,12/28/2007,Pau Gasol,C,Memphis,Houston,H,41.8,8,18,0,2,7,7,2,6,8,3,0,0,3,1,23
2007-2008 Regular Season,12/28/2007,Darko Milicic,C,Memphis,Houston,H,27.3,5,12,0,0,2,2,3,5,8,1,6,0,3,1,12
2007-2008 Regular Season,12/28/2007,Mike Miller,SF,Memphis,Houston,H,41.8,3,9,3,5,2,2,0,9,9,8,4,0,2,0,11
2007-2008 Regular Season,12/28/2007,Damon Stoudamire,PG,Memphis,Houston,H,26.8,2,6,0,3,1,1,0,4,4,5,0,0,1,0,5
2007-2008 Regular Season,12/28/2007,Kyle Lowry,PG,Memphis,Houston,H,21.2,4,8,2,4,0,0,2,1,3,0,0,1,1,0,10
2007-2008 Regular Season,12/28/2007,Stromile Swift,PF,Memphis,Houston,H,21.0,4,12,0,0,2,2,4,3,7,0,4,0,1,3,10
2007-2008 Regular Season,12/28/2007,Juan Carlos Navarro,SG,Memphis,Houston,H,23.2,1,5,0,3,0,0,0,1,1,1,2,0,0,0,2
2007-2008 Regular Season,12/28/2007,Casey Jacobsen,SF,Memphis,Houston,H,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-2008 Regular Season,12/28/2007,Andre Brown,PF,Memphis,Houston,H,1.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2007-2008 Regular Season,12/28/2007,Hakim Warrick,PF,Memphis,Houston,H,4.6,1,3,0,0,0,0,0,1,1,0,0,0,0,0,2
2007-2008 Regular Season,12/28/2007,Yi Jianlian,PF,Milwaukee,Chicago,R,29.6,5,11,0,0,0,0,3,4,7,2,5,0,3,2,10
2007-2008 Regular Season,12/28/2007,Bobby Simmons,SF,Milwaukee,Chicago,R,20.9,2,4,0,0,0,0,0,1,1,0,1,1,0,0,4
2007-2008 Regular Season,12/28/2007,Andrew Bogut,PF,Milwaukee,Chicago,R,38.3,7,14,0,0,1,4,4,7,11,3,1,1,2,2,15
2007-2008 Regular Season,12/28/2007,Michael Redd,SG,Milwaukee,Chicago,R,42.2,13,24,2,5,6,11,1,3,4,6,0,2,2,0,34
2007-2008 Regular Season,12/28/2007,Mo Williams,SG,Milwaukee,Chicago,R,38.3,5,15,1,4,0,0,1,4,5,15,3,3,1,0,11
2007-2008 Regular Season,12/28/2007,Charlie Villanueva,PF,Milwaukee,Chicago,R,21.0,7,11,1,2,0,0,1,2,3,0,6,0,1,0,15
2007-2008 Regular Season,12/28/2007,Jake Voskuhl,C,Milwaukee,Chicago,R,9.5,0,1,0,0,0,0,0,1,1,0,4,1,1,2,0
2007-2008 Regular Season,12/28/2007,Charlie Bell,SG,Milwaukee,Chicago,R,19.9,1,8,0,2,0,0,1,0,1,4,1,2,0,0,2
2007-2008 Regular Season,12/28/2007,Royal Ivey,PG,Milwaukee,Chicago,R,20.3,3,5,2,3,0,0,0,3,3,2,4,2,1,0,8
2007-2008 Regular Season,12/28/2007,Luol Deng,SF,Chicago,Milwaukee,H,43.8,12,18,0,1,4,4,4,6,10,4,2,1,3,0,28
2007-2008 Regular Season,12/28/2007,Joe Smith,C,Chicago,Milwaukee,H,19.1,3,6,0,0,0,0,1,3,4,0,1,1,1,0,6
2007-2008 Regular Season,12/28/2007,Ben Wallace,PF,Chicago,Milwaukee,H,33.8,1,3,0,0,2,2,3,7,10,3,1,2,2,4,4
2007-2008 Regular Season,12/28/2007,Kirk Hinrich,PG,Chicago,Milwaukee,H,40.5,4,10,3,5,0,0,1,3,4,9,2,2,4,0,11
2007-2008 Regular Season,12/28/2007,Chris Duhon,PG,Chicago,Milwaukee,H,22.0,1,5,0,2,0,0,0,1,1,3,1,0,0,0,2
2007-2008 Regular Season,12/28/2007,Ben Gordon,SG,Chicago,Milwaukee,H,34.8,8,20,2,4,13,15,1,4,5,4,1,1,2,1,31
2007-2008 Regular Season,12/28/2007,Andres Nocioni,SF,Chicago,Milwaukee,H,27.6,2,12,1,4,6,8,2,7,9,0,5,0,3,0,11
2007-2008 Regular Season,12/28/2007,Tyrus Thomas,PF,Chicago,Milwaukee,H,4.2,0,0,0,0,0,0,0,1,1,1,1,0,2,0,0
2007-2008 Regular Season,12/28/2007,Aaron Gray,C,Chicago,Milwaukee,H,14.2,3,4,0,0,4,4,2,4,6,1,1,0,2,0,10
2007-2008 Regular Season,12/28/2007,Chris Bosh,C,Toronto,San Antonio,R,32.4,5,16,0,0,0,0,2,7,9,3,1,0,1,0,10
2007-2008 Regular Season,12/28/2007,Jamario Moon,SF,Toronto,San Antonio,R,18.1,2,5,0,0,0,1,2,5,7,0,2,1,0,1,4
2007-2008 Regular Season,12/28/2007,Andrea Bargnani,PF,Toronto,San Antonio,R,34.0,3,9,1,5,4,4,0,3,3,2,5,1,3,3,11
2007-2008 Regular Season,12/28/2007,Anthony Parker,SG,Toronto,San Antonio,R,18.6,1,4,1,3,0,0,1,0,1,0,1,1,0,0,3
2007-2008 Regular Season,12/28/2007,Jose Calderon,SG,Toronto,San Antonio,R,33.0,6,13,0,2,2,2,2,5,7,5,1,1,1,0,14
2007-2008 Regular Season,12/28/2007,Jason Kapono,SF,Toronto,San Antonio,R,31.6,5,8,2,3,3,4,1,2,3,0,4,0,0,0,15
2007-2008 Regular Season,12/28/2007,Juan Dixon,PG,Toronto,San Antonio,R,15.9,2,8,0,2,0,0,0,0,0,2,1,2,1,0,4
2007-2008 Regular Season,12/28/2007,Carlos Delfino,SG,Toronto,San Antonio,R,31.1,4,10,0,1,0,0,1,3,4,3,1,2,1,1,8
2007-2008 Regular Season,12/28/2007,Kris Humphries,PF,Toronto,San Antonio,R,25.4,6,11,0,0,2,3,1,10,11,1,3,0,0,0,14
2007-2008 Regular Season,12/28/2007,Bruce Bowen,SF,San Antonio,Toronto,H,37.5,2,5,1,2,2,3,1,4,5,0,0,0,0,0,7
2007-2008 Regular Season,12/28/2007,Tim Duncan,PF,San Antonio,Toronto,H,40.1,6,12,0,0,4,7,4,8,12,3,3,0,5,2,16
2007-2008 Regular Season,12/28/2007,Fabricio Oberto,C,San Antonio,Toronto,H,12.1,0,2,0,0,0,0,0,3,3,0,2,0,1,1,0
2007-2008 Regular Season,12/28/2007,Michael Finley,SF,San Antonio,Toronto,H,39.1,7,19,3,10,3,3,2,6,8,0,0,1,0,0,20
2007-2008 Regular Season,12/28/2007,Tony Parker,PG,San Antonio,Toronto,H,36.5,4,12,0,0,7,11,0,2,2,4,1,0,6,0,15
2007-2008 Regular Season,12/28/2007,Francisco Elson,C,San Antonio,Toronto,H,7.0,0,3,0,0,0,0,2,2,4,1,2,0,1,0,0
2007-2008 Regular Season,12/28/2007,Ime Udoka,SF,San Antonio,Toronto,H,21.5,2,9,1,7,0,0,2,3,5,0,1,1,2,1,5
2007-2008 Regular Season,12/28/2007,Jacque Vaughn,PG,San Antonio,Toronto,H,11.5,0,1,0,0,0,0,0,1,1,2,1,0,2,0,0
2007-2008 Regular Season,12/28/2007,Matt Bonner,C,San Antonio,Toronto,H,24.7,2,7,2,5,4,4,4,6,10,1,5,0,1,0,10
2007-2008 Regular Season,12/28/2007,Keith Langford,SG,San Antonio,Toronto,H,4.1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-2008 Regular Season,12/28/2007,Robert Horry,PF,San Antonio,Toronto,H,6.0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0
2007-2008 Regular Season,12/28/2007,Corey Maggette,SF,LA Clippers,Phoenix,R,37.1,3,17,0,1,7,9,3,3,6,4,3,3,0,1,13
2007-2008 Regular Season,12/28/2007,Al Thornton,PF,LA Clippers,Phoenix,R,19.5,1,7,0,0,2,2,0,2,2,1,2,0,2,0,4
2007-2008 Regular Season,12/28/2007,Chris Kaman,C,LA Clippers,Phoenix,R,43.0,9,22,0,0,4,6,6,14,20,1,4,0,2,3,22
2007-2008 Regular Season,12/28/2007,Quinton Ross,SG,LA Clippers,Phoenix,R,32.3,1,5,0,0,0,0,1,1,2,0,1,0,0,0,2
2007-2008 Regular Season,12/28/2007,Sam Cassell,PG,LA Clippers,Phoenix,R,37.6,8,16,1,5,4,4,1,8,9,5,2,0,2,0,21
2007-2008 Regular Season,12/28/2007,Cuttino Mobley,SG,LA Clippers,Phoenix,R,37.7,6,14,0,1,1,1,0,6,6,1,3,0,3,2,13
2007-2008 Regular Season,12/28/2007,Brevin Knight,PG,LA Clippers,Phoenix,R,17.4,4,7,0,0,2,2,1,3,4,0,1,3,0,1,10
2007-2008 Regular Season,12/28/2007,Richie Frahm,SF,LA Clippers,Phoenix,R,5.7,0,3,0,2,0,0,1,0,1,0,2,0,0,0,0
2007-2008 Regular Season,12/28/2007,Josh Powell,PF,LA Clippers,Phoenix,R,9.7,1,4,0,0,1,1,3,3,6,0,3,0,0,0,3
2007-2008 Regular Season,12/28/2007,Grant Hill,SF,Phoenix,LA Clippers,H,34.7,8,13,1,4,5,7,1,0,1,8,1,0,1,3,22
2007-2008 Regular Season,12/28/2007,Shawn Marion,SF,Phoenix,LA Clippers,H,34.5,8,15,2,4,0,0,0,7,7,1,2,1,0,1,18
2007-2008 Regular Season,12/28/2007,Amar'e Stoudemire,PF,Phoenix,LA Clippers,H,32.9,12,15,0,0,4,8,3,7,10,1,5,0,2,3,28
2007-2008 Regular Season,12/28/2007,Raja Bell,SG,Phoenix,LA Clippers,H,30.5,1,7,0,5,0,0,1,5,6,1,6,0,0,2,2
2007-2008 Regular Season,12/28/2007,Steve Nash,PG,Phoenix,LA Clippers,H,34.9,3,7,1,2,3,6,0,6,6,10,2,0,4,0,10
2007-2008 Regular Season,12/28/2007,Boris Diaw,SG,Phoenix,LA Clippers,H,28.6,4,9,0,0,0,0,0,5,5,4,3,2,1,2,8
2007-2008 Regular Season,12/28/2007,Leandro Barbosa,PG,Phoenix,LA Clippers,H,25.9,2,9,1,5,1,2,1,4,5,0,1,0,1,1,6
2007-2008 Regular Season,12/28/2007,Brian Skinner,PF,Phoenix,LA Clippers,H,18.0,0,4,0,0,0,0,0,5,5,1,3,0,3,4,0
2007-2008 Regular Season,12/28/2007,Rodney Carney,SF,Philadelphia,Sacramento,R,16.5,2,8,0,0,0,0,1,1,2,1,2,0,0,1,4
2007-2008 Regular Season,12/28/2007,Reggie Evans,PF,Philadelphia,Sacramento,R,27.3,2,5,0,0,0,0,5,0,5,1,1,1,1,0,4
2007-2008 Regular Season,12/28/2007,Samuel Dalembert,C,Philadelphia,Sacramento,R,39.0,7,10,0,0,5,6,2,10,12,1,3,0,3,3,19
2007-2008 Regular Season,12/28/2007,Andre Iguodala,SG,Philadelphia,Sacramento,R,39.9,6,12,1,3,3,5,0,3,3,5,1,3,2,0,16
2007-2008 Regular Season,12/28/2007,Andre Miller,PG,Philadelphia,Sacramento,R,39.2,9,19,0,1,0,2,2,2,4,3,3,1,4,0,18
2007-2008 Regular Season,12/28/2007,Jason Smith,PF,Philadelphia,Sacramento,R,12.5,4,4,1,1,0,0,1,2,3,0,1,1,0,0,9
2007-2008 Regular Season,12/28/2007,Kyle Korver,SF,Philadelphia,Sacramento,R,30.5,4,7,1,3,1,1,0,1,1,2,0,0,2,0,10
2007-2008 Regular Season,12/28/2007,Lou Williams,SG,Philadelphia,Sacramento,R,20.1,1,7,0,0,4,4,0,4,4,3,1,2,1,2,6
2007-2008 Regular Season,12/28/2007,Thaddeus Young,PF,Philadelphia,Sacramento,R,15.0,3,4,0,0,0,2,2,3,5,1,0,3,2,1,6
2007-2008 Regular Season,12/28/2007,Francisco Garcia,SF,Sacramento,Philadelphia,H,41.4,3,15,2,8,0,0,0,1,1,2,4,2,4,2,8
2007-2008 Regular Season,12/28/2007,Mikki Moore,C,Sacramento,Philadelphia,H,35.2,3,7,0,0,0,1,5,1,6,1,4,0,1,0,6
2007-2008 Regular Season,12/28/2007,Brad Miller,C,Sacramento,Philadelphia,H,38.9,3,6,1,2,3,3,4,8,12,1,3,2,4,1,10
2007-2008 Regular Season,12/28/2007,John Salmons,PG,Sacramento,Philadelphia,H,43.2,8,19,1,4,5,5,1,0,1,2,4,0,5,0,22
2007-2008 Regular Season,12/28/2007,Beno Udrih,PG,Sacramento,Philadelphia,H,37.8,8,11,3,4,0,0,0,5,5,6,4,1,4,0,19
2007-2008 Regular Season,12/28/2007,Spencer Hawes,C,Sacramento,Philadelphia,H,10.5,0,3,0,0,0,0,2,1,3,1,0,0,0,0,0
2007-2008 Regular Season,12/28/2007,Quincy Douby,PG,Sacramento,Philadelphia,H,14.6,5,11,0,4,0,0,1,2,3,0,2,1,3,0,10
2007-2008 Regular Season,12/28/2007,Kenny Thomas,PF,Sacramento,Philadelphia,H,8.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-2008 Regular Season,12/28/2007,Dahntay Jones,SG,Sacramento,Philadelphia,H,9.6,2,3,0,0,1,1,1,0,1,1,1,0,1,0,5
2007-2008 Regular Season,12/28/2007,Ryan Gomes,PF,Minnesota,Portland,R,34.7,6,13,1,5,3,3,0,7,7,0,0,1,2,0,16
2007-2008 Regular Season,12/28/2007,Craig Smith,PF,Minnesota,Portland,R,30.4,3,7,0,0,0,0,1,5,6,0,4,1,0,0,6
2007-2008 Regular Season,12/28/2007,Al Jefferson,PF,Minnesota,Portland,R,33.8,8,12,0,0,6,7,2,5,7,1,3,1,3,1,22
2007-2008 Regular Season,12/28/2007,Corey Brewer,SF,Minnesota,Portland,R,27.5,4,7,0,0,0,1,1,0,1,2,3,0,0,0,8
2007-2008 Regular Season,12/28/2007,Sebastian Telfair,PG,Minnesota,Portland,R,30.6,1,7,0,1,2,2,0,2,2,11,6,1,3,0,4
2007-2008 Regular Season,12/28/2007,Chris Richard,C,Minnesota,Portland,R,6.6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2007-2008 Regular Season,12/28/2007,Antoine Walker,PF,Minnesota,Portland,R,19.8,4,6,2,3,0,0,1,4,5,1,2,0,2,0,10
2007-2008 Regular Season,12/28/2007,Rashad McCants,SG,Minnesota,Portland,R,25.1,8,17,5,9,0,0,0,0,0,4,2,1,0,0,21
2007-2008 Regular Season,12/28/2007,Marko Jaric,SF,Minnesota,Portland,R,17.4,1,6,0,3,1,2,1,0,1,1,1,2,1,0,3
2007-2008 Regular Season,12/28/2007,Gerald Green,SG,Minnesota,Portland,R,14.1,3,7,2,3,0,0,0,3,3,2,1,0,1,0,8
2007-2008 Regular Season,12/28/2007,Martell Webster,SF,Portland,Minnesota,H,22.9,2,8,0,3,0,0,1,3,4,3,1,0,1,0,4
2007-2008 Regular Season,12/28/2007,LaMarcus Aldridge,C,Portland,Minnesota,H,32.6,9,17,0,0,3,4,3,5,8,3,3,2,1,2,21
2007-2008 Regular Season,12/28/2007,Joel Przybilla,C,Portland,Minnesota,H,20.0,2,2,0,0,0,0,2,3,5,0,2,1,2,0,4
2007-2008 Regular Season,12/28/2007,Brandon Roy,SG,Portland,Minnesota,H,33.3,7,12,0,2,8,13,0,6,6,5,3,1,2,0,22
2007-2008 Regular Season,12/28/2007,Steve Blake,PG,Portland,Minnesota,H,27.0,4,7,4,5,0,0,2,0,2,4,1,1,1,0,12
2007-2008 Regular Season,12/28/2007,Channing Frye,C,Portland,Minnesota,H,20.4,5,10,0,0,3,3,5,2,7,2,1,1,1,0,13
2007-2008 Regular Season,12/28/2007,Jarrett Jack,SG,Portland,Minnesota,H,29.9,4,10,2,5,4,4,1,3,4,5,0,0,1,0,14
2007-2008 Regular Season,12/28/2007,Sergio Rodriguez,PG,Portland,Minnesota,H,5.8,0,0,0,0,0,0,0,2,2,1,1,0,2,0,0
2007-2008 Regular Season,12/28/2007,Travis Outlaw,PF,Portland,Minnesota,H,23.0,3,7,0,0,1,2,0,6,6,4,2,2,1,3,7
2007-2008 Regular Season,12/28/2007,James Jones,SF,Portland,Minnesota,H,25.2,4,8,2,4,2,3,0,3,3,1,0,0,0,1,12
2007-2008 Regular Season,12/28/2007,Andrei Kirilenko,SF,Utah,LA Lakers,R,14.8,3,6,1,1,2,2,2,1,3,2,0,0,1,1,9
2007-2008 Regular Season,12/28/2007,Carlos Boozer,PF,Utah,LA Lakers,R,29.1,6,15,0,0,8,10,3,8,11,2,2,2,2,0,20
2007-2008 Regular Season,12/28/2007,Mehmet Okur,PF,Utah,LA Lakers,R,23.5,2,8,0,2,0,0,3,3,6,3,3,0,3,0,4
2007-2008 Regular Season,12/28/2007,Ronnie Brewer,SG,Utah,LA Lakers,R,25.7,9,14,0,1,0,0,4,1,5,1,3,0,0,0,18
2007-2008 Regular Season,12/28/2007,Deron Williams,PG,Utah,LA Lakers,R,29.5,3,9,0,1,0,0,0,3,3,6,3,0,4,0,6
2007-2008 Regular Season,12/28/2007,Jarron Collins,C,Utah,LA Lakers,R,21.4,0,0,0,0,1,2,1,4,5,3,5,1,0,0,1
2007-2008 Regular Season,12/28/2007,Matt Harpring,SF,Utah,LA Lakers,R,9.9,1,4,0,0,3,4,0,1,1,2,0,0,0,0,5
2007-2008 Regular Season,12/28/2007,Jason Hart,PG,Utah,LA Lakers,R,18.5,2,7,0,1,0,0,0,1,1,3,3,3,1,0,4
2007-2008 Regular Season,12/28/2007,CJ Miles,SG,Utah,LA Lakers,R,27.4,7,13,2,4,2,4,0,3,3,5,4,0,0,2,18
2007-2008 Regular Season,12/28/2007,Paul Millsap,PF,Utah,LA Lakers,R,19.3,1,3,0,0,6,8,4,4,8,0,4,2,1,1,8
2007-2008 Regular Season,12/28/2007,Ronnie Price,PG,Utah,LA Lakers,R,20.9,7,11,2,3,0,0,0,0,0,3,0,3,0,0,16
2007-2008 Regular Season,12/28/2007,Trevor Ariza,SF,LA Lakers,Utah,H,35.3,5,7,0,0,2,7,2,3,5,4,1,2,1,1,12
2007-2008 Regular Season,12/28/2007,Lamar Odom,SF,LA Lakers,Utah,H,29.9,5,8,1,2,6,8,0,8,8,7,0,0,0,2,17
2007-2008 Regular Season,12/28/2007,Andrew Bynum,C,LA Lakers,Utah,H,26.1,5,11,0,0,0,0,5,4,9,0,4,0,0,1,10
2007-2008 Regular Season,12/28/2007,Kobe Bryant,SG,LA Lakers,Utah,H,29.4,11,18,6,9,3,4,0,4,4,7,3,4,5,0,31
2007-2008 Regular Season,12/28/2007,Derek Fisher,PG,LA Lakers,Utah,H,27.0,2,9,1,1,5,7,0,3,3,8,3,0,0,0,10
2007-2008 Regular Season,12/28/2007,Kwame Brown,PF,LA Lakers,Utah,H,17.3,3,4,0,0,1,2,3,2,5,1,4,1,1,2,7
2007-2008 Regular Season,12/28/2007,Vladimir Radmanovic,PF,LA Lakers,Utah,H,21.0,3,9,1,3,0,0,1,2,3,2,4,1,2,0,7
2007-2008 Regular Season,12/28/2007,Jordan Farmar,PG,LA Lakers,Utah,H,24.7,5,7,2,3,2,3,0,3,3,2,1,1,4,0,14
2007-2008 Regular Season,12/28/2007,Ronny Turiaf,C,LA Lakers,Utah,H,10.8,2,2,0,0,4,6,1,3,4,2,2,0,1,3,8
2007-2008 Regular Season,12/28/2007,Sasha Vujacic,SG,LA Lakers,Utah,H,12.3,2,3,0,1,2,2,0,1,1,1,0,0,1,0,6
2007-2008 Regular Season,12/28/2007,Javaris Crittenton,SG,LA Lakers,Utah,H,6.3,0,1,0,0,1,2,1,0,1,0,0,0,0,0,1
2007-2008 Regular Season,12/28/2007,Carmelo Anthony,SF,Denver,Golden State,R,32.8,11,22,0,2,8,8,1,7,8,0,5,0,5,0,30
2007-2008 Regular Season,12/28/2007,Eduardo Najera,PF,Denver,Golden State,R,26.1,1,4,0,2,0,0,1,1,2,1,1,2,0,0,2
2007-2008 Regular Season,12/28/2007,Marcus Camby,C,Denver,Golden State,R,37.6,6,10,0,0,3,4,2,14,16,1,2,2,0,2,15
2007-2008 Regular Season,12/28/2007,Allen Iverson,SG,Denver,Golden State,R,45.2,12,21,2,4,13,15,0,2,2,6,1,1,4,0,39
2007-2008 Regular Season,12/28/2007,Anthony Carter,PG,Denver,Golden State,R,27.0,3,6,0,0,0,0,1,6,7,4,2,2,1,0,6
2007-2008 Regular Season,12/28/2007,Nene,PF,Denver,Golden State,R,18.5,2,5,0,0,1,2,3,3,6,0,4,0,1,2,5
2007-2008 Regular Season,12/28/2007,Linas Kleiza,PF,Denver,Golden State,R,24.0,3,7,1,4,8,8,1,4,5,0,3,1,0,1,15
2007-2008 Regular Season,12/28/2007,Chucky Atkins,PG,Denver,Golden State,R,21.0,2,6,2,5,0,0,1,3,4,0,2,0,1,0,6
2007-2008 Regular Season,12/28/2007,J.R. Smith,SG,Denver,Golden State,R,7.9,3,4,0,0,0,0,1,0,1,1,1,0,1,0,6
2007-2008 Regular Season,12/28/2007,Matt Barnes,SF,Golden State,Denver,H,23.9,4,9,2,3,0,0,1,1,2,2,2,2,4,0,10
2007-2008 Regular Season,12/28/2007,Stephen Jackson,SF,Golden State,Denver,H,46.8,9,27,5,15,9,10,3,2,5,4,3,1,0,0,32
2007-2008 Regular Season,12/28/2007,Andris Biedrins,C,Golden State,Denver,H,28.3,7,10,0,0,0,0,4,8,12,0,4,0,1,2,14
2007-2008 Regular Season,12/28/2007,Monta Ellis,SG,Golden State,Denver,H,39.1,5,16,0,1,2,2,4,2,6,6,4,0,1,1,12
2007-2008 Regular Season,12/28/2007,Baron Davis,PG,Golden State,Denver,H,38.7,10,17,5,9,4,7,2,3,5,13,1,1,2,2,29
2007-2008 Regular Season,12/28/2007,Al Harrington,PF,Golden State,Denver,H,30.9,5,15,0,4,3,4,1,3,4,2,4,0,0,0,13
2007-2008 Regular Season,12/28/2007,Mickael Pietrus,PG,Golden State,Denver,H,14.4,2,4,1,2,0,0,1,2,3,0,3,1,0,0,5
2007-2008 Regular Season,12/28/2007,Kelenna Azubuike,SG,Golden State,Denver,H,18.1,2,6,1,2,0,0,3,3,6,2,1,0,0,0,5
2007-2008 Regular Season,12/29/2007,Marvin Williams,PF,Atlanta,Dallas,R,32.0,6,12,0,0,6,7,0,6,6,0,3,0,3,0,18
2007-2008 Regular Season,12/29/2007,Josh Smith,SF,Atlanta,Dallas,R,41.9,4,11,0,0,5,8,2,6,8,3,2,3,3,6,13
2007-2008 Regular Season,12/29/2007,Al Horford,C,Atlanta,Dallas,R,31.8,4,9,0,0,3,4,0,10,10,0,3,2,1,1,11
2007-2008 Regular Season,12/29/2007,Joe Johnson,SG,Atlanta,Dallas,R,46.4,6,18,1,5,4,5,0,2,2,5,4,0,4,0,17
2007-2008 Regular Season,12/29/2007,Anthony Johnson,PG,Atlanta,Dallas,R,18.6,2,2,0,0,0,0,0,1,1,2,0,0,1,0,4
2007-2008 Regular Season,12/29/2007,Josh Childress,SG,Atlanta,Dallas,R,28.5,1,2,0,0,1,2,3,3,6,0,3,1,2,0,3
2007-2008 Regular Season,12/29/2007,Acie Law,PG,Atlanta,Dallas,R,23.3,4,11,0,0,4,5,0,0,0,2,5,3,1,0,12
2007-2008 Regular Season,12/29/2007,Zaza Pachulia,C,Atlanta,Dallas,R,7.0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0
2007-2008 Regular Season,12/29/2007,Mario West,SG,Atlanta,Dallas,R,3.9,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2
2007-2008 Regular Season,12/29/2007,Shelden Williams,PF,Atlanta,Dallas,R,6.6,2,3,0,0,0,0,1,4,5,0,5,0,0,0,4
2007-2008 Regular Season,12/29/2007,Josh Howard,SF,Dallas,Atlanta,H,40.4,7,16,1,2,4,5,0,6,6,2,2,1,5,0,19
2007-2008 Regular Season,12/29/2007,Dirk Nowitzki,PF,Dallas,Atlanta,H,39.5,8,19,1,2,5,6,1,8,9,5,4,2,3,2,22
2007-2008 Regular Season,12/29/2007,Erick Dampier,C,Dallas,Atlanta,H,33.4,6,6,0,0,0,0,2,8,10,1,6,1,3,3,12
2007-2008 Regular Season,12/29/2007,Eddie Jones,SG,Dallas,Atlanta,H,20.2,1,2,1,2,0,2,2,2,4,3,1,0,0,0,3
2007-2008 Regular Season,12/29/2007,Devin Harris,PG,Dallas,Atlanta,H,23.9,4,9,1,1,10,12,0,3,3,4,4,3,1,0,19
2007-2008 Regular Season,12/29/2007,Jason Terry,PG,Dallas,Atlanta,H,32.6,4,10,2,4,4,6,0,1,1,1,1,2,0,0,14
2007-2008 Regular Season,12/29/2007,Jerry Stackhouse,SG,Dallas,Atlanta,H,25.5,2,8,1,2,3,4,2,1,3,3,4,1,1,1,8
2007-2008 Regular Season,12/29/2007,DeSagana Diop,C,Dallas,Atlanta,H,12.9,0,1,0,0,0,0,1,3,4,0,3,0,1,0,0
2007-2008 Regular Season,12/29/2007,Devean George,SF,Dallas,Atlanta,H,11.7,0,2,0,0,0,0,3,1,4,0,0,1,1,0,0
2007-2008 Regular Season,12/29/2007,Dorell Wright,SF,Miami,Washington,R,12.9,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2
2007-2008 Regular Season,12/29/2007,Udonis Haslem,PF,Miami,Washington,R,30.1,2,9,0,0,1,2,4,5,9,0,1,1,1,0,5
2007-2008 Regular Season,12/29/2007,Earl Barron,C,Miami,Washington,R,20.0,1,3,0,0,0,0,1,4,5,0,4,0,1,0,2
2007-2008 Regular Season,12/29/2007,Ricky Davis,SG,Miami,Washington,R,38.4,8,16,3,6,3,4,0,4,4,3,2,1,4,1,22
2007-2008 Regular Season,12/29/2007,Dwyane Wade,PG,Miami,Washington,R,27.6,5,12,0,1,2,4,1,2,3,6,0,2,7,0,12
2007-2008 Regular Season,12/29/2007,Mark Blount,C,Miami,Washington,R,16.0,2,4,0,0,1,1,1,2,3,1,0,0,1,0,5
2007-2008 Regular Season,12/29/2007,Daequan Cook,SG,Miami,Washington,R,33.7,3,10,1,3,2,2,1,7,8,3,1,1,2,1,9
2007-2008 Regular Season,12/29/2007,Luke Jackson,SF,Miami,Washington,R,29.2,5,11,2,4,2,5,0,3,3,3,2,1,2,0,14
2007-2008 Regular Season,12/29/2007,Joel Anthony,PF,Miami,Washington,R,13.5,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0
2007-2008 Regular Season,12/29/2007,Alexander Johnson,PF,Miami,Washington,R,18.6,1,3,0,0,1,2,1,3,4,0,0,2,1,0,3
2007-2008 Regular Season,12/29/2007,Caron Butler,SF,Washington,Miami,H,31.0,6,12,0,1,4,4,1,5,6,5,3,1,3,0,16
2007-2008 Regular Season,12/29/2007,Antawn Jamison,SF,Washington,Miami,H,29.9,6,11,2,4,1,2,0,9,9,1,1,1,0,0,15
2007-2008 Regular Season,12/29/2007,Brendan Haywood,C,Washington,Miami,H,23.8,2,3,0,0,2,2,1,3,4,1,2,1,0,2,6
2007-2008 Regular Season,12/29/2007,DeShawn Stevenson,SG,Washington,Miami,H,24.6,2,6,1,4,0,0,0,1,1,6,2,2,4,0,5
