DATA SET,DATE,PLAYER FULL NAME,POSITION,OWN TEAM,OPP TEAM,VENUE (R/H),MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS
2007-2008 Regular Season,03/22/2008,Rudy Gay,SF,Memphis,Sacramento,H,33.7,10,20,4,10,0,0,1,6,7,3,2,0,0,1,24
2007-2008 Regular Season,03/22/2008,Hakim Warrick,PF,Memphis,Sacramento,H,32.7,4,9,0,0,4,7,1,4,5,0,2,0,3,0,12
2007-2008 Regular Season,03/22/2008,Darko Milicic,C,Memphis,Sacramento,H,30.4,6,11,0,0,7,8,4,6,10,1,1,1,1,3,19
2007-2008 Regular Season,03/22/2008,Mike Miller,SF,Memphis,Sacramento,H,30.1,5,8,1,4,1,3,0,3,3,3,2,0,0,0,12
2007-2008 Regular Season,03/22/2008,Mike Conley,PG,Memphis,Sacramento,H,27.3,4,6,1,1,1,2,1,1,2,6,3,1,3,0,10
2007-2008 Regular Season,03/22/2008,Juan Carlos Navarro,SG,Memphis,Sacramento,H,28.5,7,12,6,9,2,3,0,2,2,2,1,1,0,0,22
2007-2008 Regular Season,03/22/2008,Javaris Crittenton,SG,Memphis,Sacramento,H,18.4,2,7,0,0,4,8,1,2,3,1,3,0,1,0,8
2007-2008 Regular Season,03/22/2008,Kyle Lowry,PG,Memphis,Sacramento,H,21.1,3,6,0,0,4,4,0,3,3,5,2,2,0,0,10
2007-2008 Regular Season,03/22/2008,Jason Collins,C,Memphis,Sacramento,H,17.2,0,1,0,0,0,0,0,5,5,0,4,0,1,2,0
2007-2008 Regular Season,03/22/2008,Brian Cardinal,PF,Memphis,Sacramento,H,0.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-2008 Regular Season,03/22/2008,Paul Pierce,SF,Boston,New Orleans,R,37.8,9,15,3,5,7,9,3,3,6,2,4,0,4,0,28
2007-2008 Regular Season,03/22/2008,Kevin Garnett,PF,Boston,New Orleans,R,35.9,9,13,0,0,1,2,1,11,12,4,4,0,2,0,19
2007-2008 Regular Season,03/22/2008,Kendrick Perkins,C,Boston,New Orleans,R,32.0,2,2,0,0,2,2,2,2,4,2,2,0,1,1,6
2007-2008 Regular Season,03/22/2008,Ray Allen,SG,Boston,New Orleans,R,38.6,6,12,2,7,3,4,1,5,6,3,3,0,2,0,17
2007-2008 Regular Season,03/22/2008,Rajon Rondo,PG,Boston,New Orleans,R,34.9,10,15,0,0,3,4,0,4,4,7,3,2,3,0,23
2007-2008 Regular Season,03/22/2008,Leon Powe,C,Boston,New Orleans,R,12.1,2,3,0,0,1,1,1,2,3,0,4,0,1,0,5
2007-2008 Regular Season,03/22/2008,James Posey,SF,Boston,New Orleans,R,19.1,0,4,0,4,0,0,0,1,1,0,1,1,1,0,0
2007-2008 Regular Season,03/22/2008,P.J. Brown,PF,Boston,New Orleans,R,12.0,1,4,0,0,0,0,3,2,5,0,2,1,2,1,2
2007-2008 Regular Season,03/22/2008,Sam Cassell,PG,Boston,New Orleans,R,10.4,0,2,0,1,0,0,0,1,1,1,1,0,1,0,0
2007-2008 Regular Season,03/22/2008,Eddie House,PG,Boston,New Orleans,R,7.3,2,4,2,4,0,0,0,2,2,2,2,0,3,0,6
2007-2008 Regular Season,03/22/2008,Peja Stojakovic,SF,New Orleans,Boston,H,37.3,3,13,2,9,5,5,0,2,2,1,2,1,0,0,13
2007-2008 Regular Season,03/22/2008,David West,PF,New Orleans,Boston,H,43.2,15,25,0,0,7,7,0,4,4,0,3,0,1,0,37
2007-2008 Regular Season,03/22/2008,Tyson Chandler,C,New Orleans,Boston,H,43.3,4,4,0,0,1,2,4,5,9,0,5,0,0,1,9
2007-2008 Regular Season,03/22/2008,Morris Peterson,SG,New Orleans,Boston,H,16.2,1,3,1,3,2,2,1,1,2,1,2,0,0,0,5
2007-2008 Regular Season,03/22/2008,Chris Paul,PG,New Orleans,Boston,H,29.2,6,10,2,3,5,6,1,2,3,7,5,2,2,0,19
2007-2008 Regular Season,03/22/2008,Bonzi Wells,SF,New Orleans,Boston,H,25.9,3,8,1,2,5,7,0,3,3,2,2,8,2,0,12
2007-2008 Regular Season,03/22/2008,Melvin Ely,C,New Orleans,Boston,H,7.1,0,1,0,0,0,0,0,3,3,0,0,0,1,1,0
2007-2008 Regular Season,03/22/2008,Jannero Pargo,PG,New Orleans,Boston,H,20.5,6,10,3,5,0,0,1,2,3,6,1,0,2,0,15
2007-2008 Regular Season,03/22/2008,Julian Wright,SF,New Orleans,Boston,H,17.4,1,3,1,1,0,0,0,0,0,2,1,2,1,1,3
2007-2008 Regular Season,03/22/2008,Wilson Chandler,SF,New York,Minnesota,R,23.0,6,9,0,1,0,0,2,1,3,0,2,1,1,0,12
2007-2008 Regular Season,03/22/2008,David Lee,SF,New York,Minnesota,R,32.5,6,6,0,0,2,2,3,8,11,2,0,0,0,0,14
2007-2008 Regular Season,03/22/2008,Randolph Morris,C,New York,Minnesota,R,15.7,1,7,0,0,0,0,2,1,3,0,3,0,1,0,2
2007-2008 Regular Season,03/22/2008,Fred Jones,SG,New York,Minnesota,R,31.6,3,10,3,6,4,4,0,2,2,2,3,1,1,0,13
2007-2008 Regular Season,03/22/2008,Jamal Crawford,PG,New York,Minnesota,R,32.2,6,19,2,7,2,2,0,2,2,4,4,0,3,0,16
2007-2008 Regular Season,03/22/2008,Malik Rose,PF,New York,Minnesota,R,30.0,8,13,0,1,4,6,1,4,5,3,1,0,2,0,20
2007-2008 Regular Season,03/22/2008,Renaldo Balkman,SF,New York,Minnesota,R,19.0,0,2,0,1,0,2,1,2,3,1,3,1,1,0,0
2007-2008 Regular Season,03/22/2008,Mardy Collins,SF,New York,Minnesota,R,34.4,5,12,2,4,0,0,0,2,2,8,2,1,3,0,12
2007-2008 Regular Season,03/22/2008,Jared Jeffries,SF,New York,Minnesota,R,21.7,2,7,0,0,0,0,2,0,2,0,0,1,1,1,4
2007-2008 Regular Season,03/22/2008,Kirk Snyder,SG,Minnesota,New York,H,23.3,4,6,0,0,7,7,0,8,8,2,1,3,0,1,15
2007-2008 Regular Season,03/22/2008,Ryan Gomes,PF,Minnesota,New York,H,30.3,12,17,0,1,2,2,1,7,8,2,1,1,0,0,26
2007-2008 Regular Season,03/22/2008,Al Jefferson,PF,Minnesota,New York,H,28.2,4,7,0,0,0,0,2,7,9,6,0,1,1,3,8
2007-2008 Regular Season,03/22/2008,Marko Jaric,SF,Minnesota,New York,H,28.7,2,7,1,2,6,6,1,1,2,6,4,1,1,0,11
2007-2008 Regular Season,03/22/2008,Randy Foye,PG,Minnesota,New York,H,33.5,4,6,1,3,0,0,0,2,2,9,0,3,3,0,9
2007-2008 Regular Season,03/22/2008,Corey Brewer,SF,Minnesota,New York,H,24.7,2,6,0,1,4,4,1,1,2,3,1,1,2,1,8
2007-2008 Regular Season,03/22/2008,Rashad McCants,SG,Minnesota,New York,H,33.8,10,21,3,9,1,2,0,1,1,0,1,0,1,0,24
2007-2008 Regular Season,03/22/2008,Chris Richard,C,Minnesota,New York,H,16.3,1,1,0,0,1,2,2,4,6,0,3,0,1,0,3
2007-2008 Regular Season,03/22/2008,Craig Smith,PF,Minnesota,New York,H,17.8,3,5,0,0,3,4,0,4,4,1,2,1,0,0,9
2007-2008 Regular Season,03/22/2008,Mark Madsen,PF,Minnesota,New York,H,3.5,0,3,0,0,1,2,1,1,2,0,0,0,0,0,1
2007-2008 Regular Season,03/22/2008,Troy Murphy,PF,Indiana,Chicago,R,39.2,7,12,5,8,5,6,0,8,8,2,3,1,2,0,24
2007-2008 Regular Season,03/22/2008,Mike Dunleavy,SF,Indiana,Chicago,R,39.0,8,13,3,3,6,6,1,3,4,4,5,1,3,1,25
2007-2008 Regular Season,03/22/2008,Jeff Foster,C,Indiana,Chicago,R,22.4,2,3,0,0,0,2,4,1,5,1,2,1,0,0,4
2007-2008 Regular Season,03/22/2008,Ronald Murray,SG,Indiana,Chicago,R,30.5,3,14,1,2,0,0,1,4,5,5,2,3,2,0,7
2007-2008 Regular Season,03/22/2008,Danny Granger,SF,Indiana,Chicago,R,41.1,7,20,1,6,3,4,3,7,10,2,3,2,2,2,18
2007-2008 Regular Season,03/22/2008,David Harrison,C,Indiana,Chicago,R,12.6,2,3,0,0,0,0,0,1,1,0,3,1,1,1,4
2007-2008 Regular Season,03/22/2008,Marquis Daniels,SG,Indiana,Chicago,R,17.1,3,9,1,2,0,1,2,0,2,1,2,2,3,0,7
2007-2008 Regular Season,03/22/2008,Travis Diener,PG,Indiana,Chicago,R,17.5,1,4,0,0,2,2,1,4,5,1,1,0,0,0,4
2007-2008 Regular Season,03/22/2008,Kareem Rush,PG,Indiana,Chicago,R,8.8,2,4,1,3,0,0,0,0,0,1,1,0,0,0,5
2007-2008 Regular Season,03/22/2008,Shawne Williams,SG,Indiana,Chicago,R,11.9,3,5,1,2,3,4,0,3,3,1,0,1,0,1,10
2007-2008 Regular Season,03/22/2008,Luol Deng,SF,Chicago,Indiana,H,40.4,12,19,0,0,4,4,3,5,8,3,5,0,5,1,28
2007-2008 Regular Season,03/22/2008,Drew Gooden,PF,Chicago,Indiana,H,37.2,5,14,0,0,0,0,3,7,10,3,5,0,3,0,10
2007-2008 Regular Season,03/22/2008,Joakim Noah,C,Chicago,Indiana,H,22.7,7,9,0,0,2,2,4,4,8,0,2,0,1,2,16
2007-2008 Regular Season,03/22/2008,Kirk Hinrich,PG,Chicago,Indiana,H,40.8,4,12,0,3,0,0,1,3,4,10,4,0,0,0,8
2007-2008 Regular Season,03/22/2008,Larry Hughes,SG,Chicago,Indiana,H,36.8,2,11,0,1,3,6,0,10,10,4,1,6,5,1,7
2007-2008 Regular Season,03/22/2008,Tyrus Thomas,PF,Chicago,Indiana,H,17.5,1,1,0,0,2,2,1,3,4,0,0,0,0,0,4
2007-2008 Regular Season,03/22/2008,Ben Gordon,SG,Chicago,Indiana,H,28.8,7,14,2,5,5,6,0,1,1,4,2,1,3,0,21
2007-2008 Regular Season,03/22/2008,Andres Nocioni,SF,Chicago,Indiana,H,2.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2007-2008 Regular Season,03/22/2008,Aaron Gray,C,Chicago,Indiana,H,5.9,2,4,0,0,1,2,1,3,4,0,1,0,0,0,5
2007-2008 Regular Season,03/22/2008,Thabo Sefolosha,SG,Chicago,Indiana,H,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-2008 Regular Season,03/22/2008,LeBron James,SG,Cleveland,Milwaukee,R,38.6,9,25,3,9,8,10,4,7,11,4,3,2,4,0,29
2007-2008 Regular Season,03/22/2008,Anderson Varejao,PF,Cleveland,Milwaukee,R,27.7,1,10,0,0,0,0,4,7,11,0,0,2,0,0,2
2007-2008 Regular Season,03/22/2008,Zydrunas Ilgauskas,C,Cleveland,Milwaukee,R,28.6,7,12,0,0,6,7,3,6,9,2,3,0,4,2,20
2007-2008 Regular Season,03/22/2008,Sasha Pavlovic,SF,Cleveland,Milwaukee,R,15.8,2,7,1,3,0,0,0,0,0,1,3,0,0,0,5
2007-2008 Regular Season,03/22/2008,Delonte West,SG,Cleveland,Milwaukee,R,27.1,4,7,0,1,0,0,0,1,1,3,6,0,2,0,8
2007-2008 Regular Season,03/22/2008,Joe Smith,C,Cleveland,Milwaukee,R,30.2,1,5,0,0,3,4,5,3,8,0,5,0,0,2,5
2007-2008 Regular Season,03/22/2008,Devin Brown,SG,Cleveland,Milwaukee,R,18.8,1,5,0,2,3,4,1,1,2,0,1,0,1,0,5
2007-2008 Regular Season,03/22/2008,Damon Jones,PG,Cleveland,Milwaukee,R,27.1,3,9,2,7,2,3,0,1,1,4,0,0,1,0,10
2007-2008 Regular Season,03/22/2008,Wally Szczerbiak,SF,Cleveland,Milwaukee,R,25.9,6,11,1,2,1,1,2,6,8,4,1,1,1,0,14
2007-2008 Regular Season,03/22/2008,Lance Allred,C,Cleveland,Milwaukee,R,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-2008 Regular Season,03/22/2008,Desmond Mason,SF,Milwaukee,Cleveland,H,41.0,8,12,0,0,1,2,2,3,5,2,3,1,2,0,17
2007-2008 Regular Season,03/22/2008,Charlie Villanueva,PF,Milwaukee,Cleveland,H,22.0,2,7,1,2,0,0,0,7,7,1,2,0,0,0,5
2007-2008 Regular Season,03/22/2008,Andrew Bogut,PF,Milwaukee,Cleveland,H,41.0,8,19,0,0,0,2,2,13,15,2,2,0,2,3,16
2007-2008 Regular Season,03/22/2008,Michael Redd,SG,Milwaukee,Cleveland,H,44.4,7,14,1,4,6,8,0,3,3,6,2,0,4,0,21
2007-2008 Regular Season,03/22/2008,Mo Williams,SG,Milwaukee,Cleveland,H,36.7,9,11,1,1,10,12,0,5,5,13,3,1,1,0,29
2007-2008 Regular Season,03/22/2008,Yi Jianlian,PF,Milwaukee,Cleveland,H,29.2,4,11,0,0,0,0,1,2,3,0,3,2,1,1,8
2007-2008 Regular Season,03/22/2008,Charlie Bell,SG,Milwaukee,Cleveland,H,18.8,4,7,4,6,0,0,0,1,1,2,1,2,0,0,12
2007-2008 Regular Season,03/22/2008,Dan Gadzuric,C,Milwaukee,Cleveland,H,3.9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2007-2008 Regular Season,03/22/2008,Michael Ruffin,PF,Milwaukee,Cleveland,H,3.1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2007-2008 Regular Season,03/22/2008,Jeff Green,SF,Seattle,Utah,R,33.7,7,13,2,2,7,8,2,5,7,3,5,0,1,1,23
2007-2008 Regular Season,03/22/2008,Nick Collison,C,Seattle,Utah,R,39.9,3,5,0,0,4,4,3,10,13,0,5,0,4,1,10
2007-2008 Regular Season,03/22/2008,Johan Petro,C,Seattle,Utah,R,21.7,2,5,0,0,1,2,0,2,2,0,6,0,1,0,5
2007-2008 Regular Season,03/22/2008,Kevin Durant,SG,Seattle,Utah,R,41.8,10,18,0,1,3,3,0,3,3,2,1,1,3,1,23
2007-2008 Regular Season,03/22/2008,Earl Watson,PG,Seattle,Utah,R,20.0,6,11,0,0,2,2,0,3,3,5,2,0,3,0,14
2007-2008 Regular Season,03/22/2008,Damien Wilkins,SF,Seattle,Utah,R,31.0,6,14,1,2,0,1,3,5,8,0,2,1,1,0,13
2007-2008 Regular Season,03/22/2008,Donyell Marshall,PF,Seattle,Utah,R,11.8,1,2,1,2,0,0,0,1,1,0,2,0,0,1,3
2007-2008 Regular Season,03/22/2008,Luke Ridnour,PG,Seattle,Utah,R,36.0,3,10,0,5,4,5,0,1,1,4,2,0,3,1,10
2007-2008 Regular Season,03/22/2008,Adrian Griffin,SG,Seattle,Utah,R,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-2008 Regular Season,03/22/2008,Mouhamed Sene,C,Seattle,Utah,R,1.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-2008 Regular Season,03/22/2008,Andrei Kirilenko,SF,Utah,Seattle,H,29.7,1,7,0,4,5,8,3,3,6,4,2,1,1,1,7
2007-2008 Regular Season,03/22/2008,Carlos Boozer,PF,Utah,Seattle,H,37.5,9,16,0,0,8,10,6,7,13,0,5,1,1,0,26
2007-2008 Regular Season,03/22/2008,Mehmet Okur,PF,Utah,Seattle,H,35.5,8,17,3,7,5,5,3,7,10,1,3,1,2,0,24
2007-2008 Regular Season,03/22/2008,Ronnie Brewer,SG,Utah,Seattle,H,24.0,7,9,0,0,0,0,0,1,1,1,1,0,0,1,14
2007-2008 Regular Season,03/22/2008,Deron Williams,PG,Utah,Seattle,H,42.6,5,11,0,3,5,7,0,4,4,14,3,1,2,0,15
2007-2008 Regular Season,03/22/2008,Ronnie Price,PG,Utah,Seattle,H,5.4,0,2,0,1,0,0,0,0,0,1,2,0,1,0,0
2007-2008 Regular Season,03/22/2008,Matt Harpring,SF,Utah,Seattle,H,18.3,4,8,0,1,3,5,2,4,6,2,3,2,3,0,11
2007-2008 Regular Season,03/22/2008,Paul Millsap,PF,Utah,Seattle,H,22.6,3,7,0,0,1,2,2,2,4,1,2,1,0,0,7
2007-2008 Regular Season,03/22/2008,Kyle Korver,SF,Utah,Seattle,H,18.1,4,8,3,7,0,1,0,2,2,1,2,0,0,2,11
2007-2008 Regular Season,03/22/2008,CJ Miles,SG,Utah,Seattle,H,5.9,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2007-2008 Regular Season,03/22/2008,Jarron Collins,C,Utah,Seattle,H,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-2008 Regular Season,03/22/2008,Shane Battier,SF,Houston,Phoenix,R,41.6,5,9,0,1,4,4,0,2,2,2,3,1,0,1,14
2007-2008 Regular Season,03/22/2008,Luis Scola,PF,Houston,Phoenix,R,33.5,7,13,0,0,2,2,4,2,6,2,6,2,0,1,16
2007-2008 Regular Season,03/22/2008,Dikembe Mutombo,C,Houston,Phoenix,R,27.6,2,4,0,0,2,2,1,2,3,0,4,1,0,1,6
2007-2008 Regular Season,03/22/2008,Tracy McGrady,SF,Houston,Phoenix,R,39.1,11,31,1,5,7,12,2,6,8,9,1,1,3,1,30
2007-2008 Regular Season,03/22/2008,Rafer Alston,PG,Houston,Phoenix,R,32.5,6,15,3,4,0,0,1,4,5,1,1,1,0,0,15
2007-2008 Regular Season,03/22/2008,Charles Hayes,C,Houston,Phoenix,R,8.8,2,2,0,0,0,0,3,0,3,0,2,1,0,0,4
2007-2008 Regular Season,03/22/2008,Bobby Jackson,PG,Houston,Phoenix,R,22.3,5,10,1,1,2,4,0,2,2,2,2,2,0,0,13
2007-2008 Regular Season,03/22/2008,Carl Landry,PF,Houston,Phoenix,R,18.1,4,8,0,0,1,1,3,2,5,0,4,0,0,0,9
2007-2008 Regular Season,03/22/2008,Loren Woods,C,Houston,Phoenix,R,3.3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2
2007-2008 Regular Season,03/22/2008,Luther Head,SG,Houston,Phoenix,R,11.5,1,5,0,0,0,0,1,0,1,0,2,2,2,0,2
2007-2008 Regular Season,03/22/2008,Michael Harris,,Houston,Phoenix,R,1.1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2
2007-2008 Regular Season,03/22/2008,Steve Novak,SF,Houston,Phoenix,R,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-2008 Regular Season,03/22/2008,Grant Hill,SF,Phoenix,Houston,H,37.0,1,4,0,1,0,0,0,5,5,10,3,1,0,3,2
2007-2008 Regular Season,03/22/2008,Amar'e Stoudemire,PF,Phoenix,Houston,H,39.3,9,15,0,1,20,20,2,11,13,0,5,0,2,4,38
2007-2008 Regular Season,03/22/2008,Shaquille O'Neal,C,Phoenix,Houston,H,35.8,8,10,0,0,7,9,2,11,13,1,5,0,4,0,23
2007-2008 Regular Season,03/22/2008,Leandro Barbosa,PG,Phoenix,Houston,H,41.6,9,13,3,6,0,0,0,2,2,4,3,1,2,0,21
2007-2008 Regular Season,03/22/2008,Steve Nash,PG,Phoenix,Houston,H,36.5,5,10,3,3,2,2,1,3,4,5,2,0,6,0,15
2007-2008 Regular Season,03/22/2008,Boris Diaw,SG,Phoenix,Houston,H,26.4,4,10,0,1,5,5,1,3,4,3,3,0,1,0,13
2007-2008 Regular Season,03/22/2008,Gordan Giricek,SF,Phoenix,Houston,H,23.4,3,7,0,2,4,4,0,0,0,1,2,1,1,0,10
2007-2008 Regular Season,03/22/2008,Martell Webster,SF,Portland,LA Clippers,R,24.1,3,8,1,4,1,2,1,0,1,1,4,0,2,0,8
2007-2008 Regular Season,03/22/2008,LaMarcus Aldridge,C,Portland,LA Clippers,R,38.6,9,16,0,0,3,4,5,5,10,3,0,0,2,0,21
2007-2008 Regular Season,03/22/2008,Joel Przybilla,C,Portland,LA Clippers,R,35.4,7,10,0,0,0,0,8,18,26,0,2,0,0,1,14
2007-2008 Regular Season,03/22/2008,Brandon Roy,SG,Portland,LA Clippers,R,38.8,7,17,1,2,8,8,1,2,3,6,1,3,2,0,23
2007-2008 Regular Season,03/22/2008,Steve Blake,PG,Portland,LA Clippers,R,38.3,1,8,1,5,0,0,0,1,1,7,1,0,0,0,3
2007-2008 Regular Season,03/22/2008,Channing Frye,C,Portland,LA Clippers,R,9.0,1,3,0,0,0,1,1,2,3,0,2,0,1,0,2
2007-2008 Regular Season,03/22/2008,Jarrett Jack,SG,Portland,LA Clippers,R,15.2,1,8,0,4,1,1,0,2,2,0,1,0,0,0,3
2007-2008 Regular Season,03/22/2008,James Jones,SF,Portland,LA Clippers,R,24.0,2,5,1,3,0,0,1,2,3,0,3,1,0,0,5
2007-2008 Regular Season,03/22/2008,Travis Outlaw,PF,Portland,LA Clippers,R,13.1,1,9,0,0,2,2,1,4,5,3,3,1,1,0,4
2007-2008 Regular Season,03/22/2008,Sergio Rodriguez,PG,Portland,LA Clippers,R,3.7,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2007-2008 Regular Season,03/22/2008,Corey Maggette,SF,LA Clippers,Portland,H,40.2,7,16,0,3,7,8,1,6,7,3,3,0,1,1,21
2007-2008 Regular Season,03/22/2008,Al Thornton,PF,LA Clippers,Portland,H,38.7,2,11,0,2,1,2,0,6,6,1,4,0,2,1,5
2007-2008 Regular Season,03/22/2008,Josh Powell,PF,LA Clippers,Portland,H,38.3,5,10,0,0,3,4,4,6,10,1,2,0,1,0,13
2007-2008 Regular Season,03/22/2008,Quinton Ross,SG,LA Clippers,Portland,H,19.3,3,5,0,0,0,0,0,1,1,0,1,0,1,0,6
2007-2008 Regular Season,03/22/2008,Dan Dickau,PG,LA Clippers,Portland,H,23.1,3,8,1,3,0,0,1,2,3,4,2,0,1,0,7
2007-2008 Regular Season,03/22/2008,Smush Parker,PG,LA Clippers,Portland,H,29.6,3,8,0,3,1,2,0,2,2,5,2,1,3,1,7
2007-2008 Regular Season,03/22/2008,Nick Fazekas,PF,LA Clippers,Portland,H,16.7,1,3,0,0,0,0,3,6,9,0,0,1,0,1,2
2007-2008 Regular Season,03/22/2008,Cuttino Mobley,SG,LA Clippers,Portland,H,34.2,5,13,0,0,1,2,0,3,3,1,3,2,1,1,11
2007-2008 Regular Season,03/23/2008,Carmelo Anthony,SF,Denver,Toronto,R,35.8,14,28,1,1,4,5,5,2,7,2,4,3,3,0,33
2007-2008 Regular Season,03/23/2008,Kenyon Martin,PF,Denver,Toronto,R,37.9,4,8,0,0,2,2,1,5,6,2,5,2,0,3,10
2007-2008 Regular Season,03/23/2008,Marcus Camby,C,Denver,Toronto,R,39.2,1,4,0,0,3,4,2,13,15,1,3,0,0,1,5
2007-2008 Regular Season,03/23/2008,Allen Iverson,SG,Denver,Toronto,R,42.7,11,16,5,8,9,11,0,2,2,6,3,0,4,0,36
2007-2008 Regular Season,03/23/2008,Anthony Carter,PG,Denver,Toronto,R,22.4,2,5,1,2,0,0,0,2,2,2,1,1,0,0,5
2007-2008 Regular Season,03/23/2008,J.R. Smith,SG,Denver,Toronto,R,23.7,5,12,2,4,2,2,1,1,2,2,1,1,0,0,14
2007-2008 Regular Season,03/23/2008,Linas Kleiza,PF,Denver,Toronto,R,12.8,1,4,1,4,0,0,0,4,4,2,2,0,0,0,3
2007-2008 Regular Season,03/23/2008,Eduardo Najera,PF,Denver,Toronto,R,18.2,1,3,1,3,0,0,2,1,3,3,1,0,0,0,3
2007-2008 Regular Season,03/23/2008,Chucky Atkins,PG,Denver,Toronto,R,7.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2007-2008 Regular Season,03/23/2008,Jamario Moon,SF,Toronto,Denver,H,41.2,6,14,1,5,2,2,4,11,15,2,3,1,2,3,15
2007-2008 Regular Season,03/23/2008,Chris Bosh,C,Toronto,Denver,H,42.5,6,16,0,1,5,6,3,9,12,9,0,0,4,1,17
2007-2008 Regular Season,03/23/2008,Andrea Bargnani,PF,Toronto,Denver,H,26.4,7,14,2,4,0,0,0,4,4,0,3,0,0,0,16
2007-2008 Regular Season,03/23/2008,Anthony Parker,SG,Toronto,Denver,H,37.1,5,10,2,7,2,2,1,3,4,3,4,0,2,0,14
2007-2008 Regular Season,03/23/2008,Jose Calderon,SG,Toronto,Denver,H,31.8,7,11,3,6,0,0,0,3,3,6,4,0,1,0,17
2007-2008 Regular Season,03/23/2008,T.J. Ford,PG,Toronto,Denver,H,16.2,5,8,0,0,1,1,0,0,0,4,0,1,0,0,11
2007-2008 Regular Season,03/23/2008,Rasho Nesterovic,C,Toronto,Denver,H,25.3,5,7,0,0,0,1,2,1,3,1,2,0,1,0,10
2007-2008 Regular Season,03/23/2008,Carlos Delfino,SG,Toronto,Denver,H,6.8,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
2007-2008 Regular Season,03/23/2008,Jason Kapono,SF,Toronto,Denver,H,12.8,0,1,0,0,0,0,0,0,0,1,2,1,1,0,0
2007-2008 Regular Season,03/23/2008,Tayshaun Prince,SF,Detroit,Washington,R,37.7,6,10,0,3,1,2,1,2,3,3,1,1,1,0,13
2007-2008 Regular Season,03/23/2008,Rasheed Wallace,PF,Detroit,Washington,R,26.9,3,12,3,4,2,2,1,3,4,2,3,0,1,1,11
2007-2008 Regular Season,03/23/2008,Antonio McDyess,PF,Detroit,Washington,R,31.4,3,8,0,0,1,2,4,10,14,1,3,0,1,1,7
2007-2008 Regular Season,03/23/2008,Richard Hamilton,SG,Detroit,Washington,R,42.1,8,18,1,4,2,2,2,3,5,2,1,1,0,2,19
2007-2008 Regular Season,03/23/2008,Chauncey Billups,SG,Detroit,Washington,R,36.6,5,9,1,2,0,0,1,2,3,11,2,1,4,0,11
2007-2008 Regular Season,03/23/2008,Amir Johnson,SF,Detroit,Washington,R,6.3,1,2,0,0,0,0,0,0,0,0,2,1,0,0,2
2007-2008 Regular Season,03/23/2008,Jarvis Hayes,SF,Detroit,Washington,R,14.1,3,9,1,4,0,0,1,1,2,2,2,0,0,0,7
2007-2008 Regular Season,03/23/2008,Jason Maxiell,PF,Detroit,Washington,R,15.5,2,5,0,0,0,0,0,3,3,1,1,0,1,1,4
2007-2008 Regular Season,03/23/2008,Rodney Stuckey,PG,Detroit,Washington,R,17.5,3,6,0,1,2,2,1,0,1,1,3,2,1,0,8
2007-2008 Regular Season,03/23/2008,Theo Ratliff,PF,Detroit,Washington,R,12.0,0,0,0,0,1,2,1,3,4,1,1,0,2,0,1
2007-2008 Regular Season,03/23/2008,Caron Butler,SF,Washington,Detroit,H,40.1,7,13,2,5,1,1,1,4,5,6,3,1,4,0,17
2007-2008 Regular Season,03/23/2008,Antawn Jamison,SF,Washington,Detroit,H,36.8,9,18,0,3,6,7,2,10,12,0,1,1,3,0,24
2007-2008 Regular Season,03/23/2008,Brendan Haywood,C,Washington,Detroit,H,34.4,6,8,0,0,4,6,3,1,4,2,1,0,0,1,16
2007-2008 Regular Season,03/23/2008,DeShawn Stevenson,SG,Washington,Detroit,H,29.3,4,8,2,3,2,2,0,3,3,2,0,0,2,0,12
2007-2008 Regular Season,03/23/2008,Antonio Daniels,SG,Washington,Detroit,H,41.2,3,8,0,0,0,1,0,3,3,9,2,1,0,0,6
2007-2008 Regular Season,03/23/2008,Darius Songaila,PF,Washington,Detroit,H,15.8,5,6,0,0,0,0,0,2,2,1,1,0,1,0,10
2007-2008 Regular Season,03/23/2008,Roger Mason Jr.,,Washington,Detroit,H,22.6,2,7,2,5,0,0,0,0,0,1,4,0,0,2,6
2007-2008 Regular Season,03/23/2008,Andray Blatche,PF,Washington,Detroit,H,16.2,2,4,0,0,0,0,1,3,4,0,3,0,0,0,4
2007-2008 Regular Season,03/23/2008,Dominic McGuire,SG,Washington,Detroit,H,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
